utterance,emotion_id,acts_id,emotion,acts
I like pop music very much .,4,1,happiness,inform
What ?,0,2,other,question
I said I like pop music very much.It ' s so lovely .,4,1,happiness,inform
Is it ?,0,2,other,question
"I'll help you , Lucy . Look at what I've got here . In this small bottle , there's a magic love potion .",0,1,other,inform
A magic love potion ?,0,2,other,question
"Yes . If you put a few drops on someone's eyelids while he's asleep , he'll fall in love with the first person he sees when he wakes up .",4,1,happiness,inform
It can't be true .,4,1,happiness,inform
Take my word for it .,4,1,happiness,inform
So what am I going to do ?,4,2,happiness,question
"Just come to our house and stay over . You'll sit by his bed and greet him like a beautiful red rose , ' Good morning ! '",4,3,happiness,Directive
That sounds like a blue rose ! My sitting by his bed ?,4,4,happiness,commisive
"Don't be so shy , Lucy .",4,1,happiness,inform
"All right , let's see who's ruining my TV time .",0,3,other,Directive
What are you going to do ? Call my boss and chew him out ?,0,2,other,question
"Is your boss named Vic ? Your pager says , This is Vic . Here I come !",0,1,other,inform
Impossible . My pager is really old . It doesn't display messages .,0,1,other,inform
"Here , see for yourself . That's really strange ! It's almost the same as when I ...",0,1,other,inform
"Gosh , you're right ! It's from some guy named Vic . I wonder who he is ...",6,2,surprise,question
I'd like to say good-bye to everyone .,0,1,other,inform
What time are you going ?,0,2,other,question
My plane leaves at seven twenty-five .,0,1,other,inform
"Well , good-bye and have a good trip !",4,1,happiness,inform
Good-bye . Remember to look me up if you're ever in Washington .,4,1,happiness,inform
"Well , what brings you here ?",0,2,other,question
I came to see my aunt .,0,1,other,inform
Does she live nearby ?,0,2,other,question
Yes . She lives on the next block .,0,1,other,inform
"Don't talk too much , Tom . We are on duty today , we should hurry up .",0,3,other,Directive
OK .,0,4,other,commisive
"Tom , your task is to clean the blackboard .",0,3,other,Directive
How about yourself ?,0,2,other,question
I'm going to sweep the floor first .,0,1,other,inform
"Daniel , I am not tall enough to reach the of the blackboard .",0,4,other,commisive
"Stand on the chair , Pig Tom . Use your brain .",0,3,other,Directive
"OK , I've finished cleaning the blackboard .",0,1,other,inform
How about the podium ?,0,2,other,question
"Oh , I forgot about it . I'll get it .",0,1,other,inform
"Be quick , please . Our teacher and classmates will come soon .",0,3,other,Directive
I will be done before they come .,0,4,other,commisive
I think he deserved his gold .,0,1,other,inform
Did you see his last dive .,4,2,happiness,question
"Yes , it's perfect !",4,1,happiness,inform
He's diving for the gold .,4,1,happiness,inform
"Jim , I heard you took a trip to San Diego . Is that right ?",4,2,happiness,question
"Yeah , I just got back this morning .",4,1,happiness,inform
That sounds really nice . What did you do there ?,4,2,happiness,question
"Well , we were only there for three days , so we didn't do too much . We went shopping and went out to dinner a few times . And at night we walked around the city with some friends .",4,1,happiness,inform
Did you take any pictures ?,4,2,happiness,question
"Yes , I have them with me . Do you want to look at them ?",4,2,happiness,question
"Sure , I love looking at photos .",4,1,happiness,inform
"This one is of my wife and me on the beach , and this one is our daughter Emily standing next to my wife .",4,1,happiness,inform
Your daughter looks like her mother .,4,1,happiness,inform
"I know , they look very similar .",4,1,happiness,inform
Where was this picture taken ?,4,2,happiness,question
That was taken at the train station before we left .,4,1,happiness,inform
Did you have time to go to the zoo ?,4,2,happiness,question
"No , not this time . We went there last time .",4,1,happiness,inform
It looks like you all had a nice time .,4,1,happiness,inform
"Yeah , it was a lot of fun .",4,1,happiness,inform
Are you interested in history ?,0,2,other,question
"Yes , I am . I enjoyed studying it at school , though I had trouble remembering all the dates , so my teacher never gave me good marks .",0,1,other,inform
"I love history , but I ’ Ve always thought that learning the reasons behind events is more important than remembering exactly when they happened .",0,1,other,inform
I wish you had been my history teacher ! I might have got better marks !,0,1,other,inform
Some people say that history repeats itself .,0,1,other,inform
"What does that mean ? The same events never happen twice , do they ?",0,2,other,question
"The idea is that the people and dates change , but the reason why things happen stay the same .",0,1,other,inform
I see . I think I ’ d agree with that statement . People often seem to make the same mistakes over and over again .,0,1,other,inform
"Nice day today , isn't it ?",4,2,happiness,question
"Yes , beautiful weather we're having .",4,1,happiness,inform
We can't complain about the weather recently .,4,1,happiness,inform
"Yes , the sun shines day after day . It's neither too hot nor too cold .",4,1,happiness,inform
I wonder how long this weather can last .,4,1,happiness,inform
I hope it will last fine Sorrow . I'm going to have a picnic with my family .,4,1,happiness,inform
"Excuse me , Sir , May I have the time , please ?",0,3,other,Directive
Beg your pardon ?,0,3,other,Directive
Er ... I'd like to know what time it is now .,0,4,other,commisive
"Oh , Let me see ... It's three forty-five . Er ... wait , My watch is five minutes fast . So it should be three forty",0,4,other,commisive
"Thank you . By the way , what day is today ?",0,2,other,question
Today is Friday . Are you new in Beijing ?,0,2,other,question
"Yes , I've just come from the States , yesterday in fact . I'm still a bit confused about the time .",0,1,other,inform
"Welcome to Beijing . This is my business card . I'm an engineer . If you need any help in Beijing , just give me a call .",0,1,other,inform
"Oh , that's very nice of you . I don't want to sound pushy , but I still l have one more question .",4,1,happiness,inform
Go ahead .,0,1,other,inform
What's the date today ?,0,2,other,question
"It's October the 1st , our National Day . I'd like to talk some more , but I've got to get going now . It was nice talking to you , though .",0,1,other,inform
"Yeah , it was nice to meet you . Hope I run into you again sometime .",4,1,happiness,inform
I really enjoyed that film ! What about you ?,4,2,happiness,question
"So did I . At first , I thought it was going to be boring , but then it turned to be good .",4,1,happiness,inform
What part of the film do you like best ?,4,2,happiness,question
"Well , the scene of the hero's struggle with enemies impressed me the most .",4,1,happiness,inform
"I loved it , too . To tell you the truth , I even dropped tears .",4,1,happiness,inform
"Actually , tears also came to my eyes .",4,1,happiness,inform
It has got this year's Oscar Award .,4,1,happiness,inform
It deserves it . The film gave us a lot of inspiration .,4,1,happiness,inform
I just got a letter from an old high school buddy .,4,1,happiness,inform
Really ? That's nice .,6,2,surprise,question
He usually keeps me posted .,4,1,happiness,inform
I've been completely out of touch with my old friends .,0,1,other,inform
It's hard to keep up contact when people move around so much .,0,1,other,inform
"Yes , people just seem to drift apart .",0,1,other,inform
What did you think of the film ?,0,2,other,question
I liked it . I thought it was great .,4,1,happiness,inform
"Yes , I liked it , too . Did you like the acting ?",4,2,happiness,question
Yes . I thought it was excellent . Didn't you ?,4,2,happiness,question
Not really . I thought it was disappointing .,2,1,disgust,inform
"It's a nice cinema , isn't it ?",0,2,other,question
Do you think so ? I don't like it very much . I found it rather uncomfortable .,2,2,disgust,question
John's very late.Do you think he's coming ?,0,2,other,question
"Well , it doesn't seem like it.He must have forgotten .",0,1,other,inform
I suppose you're right.He can't have remembered .,0,1,other,inform
I don ’ t know why bucks have such a great charm that a great many people are after nothing else .,0,1,other,inform
They want to be filthy with dough and think it the only source of their happiness .,0,1,other,inform
But many rich guys don ’ t think they are truly happy . There is always some empty feeling deep inside them .,0,1,other,inform
